paper_id,section,question,answer
1013,Section 3.5: Multi-process causality tracking,What does ConfAid instrument that creates sockets and pipes?,system calls
1013,Section 3.5: Multi-process causality tracking,What type of sockets and pipes does ConfAid support?,Unix
1013,Section 3.5: Multi-process causality tracking,What indicates whether or not data is tainted?,header
1013,Section 3.5: Multi-process causality tracking,What are the most difficult to troubleshoot?,configuration errors
1013,Section 3.6: Limitations and future work,"What does ConfAid only troubleshoot that lead to crashes, assertion failures, and incorrect output?",configuration problems
1013,Section 3.6: Limitations and future work,What technique can ConfAid use to track sets of two or more misconfigured tokens and measure the resulting performance overhead?,expanding search
1013,Section 4.1: Experimental setup,What did we manually inject into correct configuration files?,errors
1013,Section 4.1: Experimental setup,How many real-world configuration errors were injected into ConfAid?,18
1013,Section 4.1: Experimental setup,What does ConfAid rank in order of effectiveness?,root causes
1013,Section 4.1: Experimental setup,What tool was used to inject random errors into the configuration files of the three applications?,ConfErr
1013,Section 4.1: Experimental setup,How many metrics did we use to evaluate ConfAid's effectiveness?,two
1013,Section 4.1: Experimental setup,"For OpenSSH and Postfix, how many processes are instrumented?",multiple processes
1013,Section 4.1: Experimental setup,What did the Dell OptiPlex 980 run?,Linux kernel
1013,Section 4.2: Real-world misconfigurations,Where is the 6th Apache misconfiguration taken from?,linuxforums.org
1013,Section 4.2: Real-world misconfigurations,How many misconfigurations were caused by errors in the configuration files?,18
1013,Section 4.3: Effect of the weighting heuristic,What does the last column of ConfAid show when the heuristic is disabled?,false positives
1013,Section 4.3: Effect of the weighting heuristic,What percentage of misconfigurations is ConfAid ineffective for without the weighting heuristic?,55%
1013,Section 4.3: Effect of the weighting heuristic,How many other bugs have a low number of false positives?,six
1013,Section 4.3: Effect of the weighting heuristic,How likely is each of the tokens returned to be the root cause?,equally likely
1013,Section 4.3: Effect of the weighting heuristic,What was introduced in Section 3.4?,weighting heuristic
1013,Section 4.4: Effects of bounded horizon heuristic,What is the execution time for a horizon of 800 instructions?,7:10 minutes
1013,Section 4.4: Effects of bounded horizon heuristic,How long is the execution time for OpenSSH with a horizon of 1600 instructions?,2:29 minutes
1013,Section 4.4: Effects of bounded horizon heuristic,What does Postfix show as the bound increases?,exponential growth
1013,Section 4.4: Effects of bounded horizon heuristic,What did not complete with a horizon of 1600?,ConfAid analysis
1013,Section 4.4: Effects of bounded horizon heuristic,What is the default limit on the number of instructions executed along each alternate path?,80
1013,Section 49: 2 nd 48s 44,What option in SSH server config is set too low?,MaxAuthTries
1013,Section 4.5: Random fault injection,What performs very well on these errors?,ConfAid
1013,Section 4.5: Random fault injection,What was used to randomly generate configuration errors?,ConfErr
1013,Section 4.5: Random fault injection,What is the file that Apache serves if that directory is accessed without mentioning a specific file?,DirectoryIndex
1013,Section 4.5: Random fault injection,What is the average time to execute all three applications?,lower
1013,Section 4.5: Random fault injection,ConfAid takes more time for the application to manifest buggy behavior for what?,real-world errors
1013,Section 4.5: Random fault injection,What is exhibited before the applications start additional processes?,many faults
1013,Section 4.5: Random fault injection,What option is activated for the document root directory?,Indexes
1013,Section 4.5: Random fault injection,What percentage of Apache errors did ConfAid diagnose?,95%
1013,Section 4.5: Random fault injection,How did ConfAid remedy the problem of unsupported system calls in the code path?,abstracting
1013,Section 4.5: Random fault injection,How many configuration errors did ConfAid produce for each application?,20
1013,Section 5: Related work,What system uses execution signatures to improve error reporting?,Clarify
1013,Section 5: Related work,Clarify's improved error reporting does not do what to the root cause of a problem?,diagnose
1013,Section 5: Related work,How many recent systems apply white box analysis to a related problem?,Two
1013,Section 5: Related work,What traces causality inside the OS by monitoring system call execution?,AutoBash
1013,Section 5: Related work,What type of approach does ConfAid take to configuration troubleshooting in contrast to other systems?,white box
1013,Section 5: Related work,What does AutoBash generate based on the dependencies to represent the misconfiguration and search for the signature in a database of known bugs?,a signature
1013,Section 5: Related work,Several prior research efforts have applied what to the problem of configuration troubleshooting?,different techniques
1013,Section 5: Related work,What system compares multiple configuration states?,PeerPressure Chronus
1013,Section 5: Related work,What does SherLog use to help developers replicate a problem experienced in the field of configuration troubleshooting?,log messages
1013,Section 5: Related work,"What type of techniques do Cohen and others use to help troubleshoot performance issues by correlating those issues with low-level performance statistics for the CPU, disk, and other system components?",statistical
1013,Section 6: Conclusion,ConfAid distinguishes itself by analyzing what within processes as they execute without the need for application source code?,causality
1013,Section 6: Conclusion,What makes troubleshooting easier by pinpointing the specific token in a configuration file that led to an erroneous behavior?,ConfAid
1013,Section 6: Conclusion,"What are costly, time-consuming, and frustrating to troubleshoot? What are costly, time-consuming and frustrating to troubleshoo",Configuration errors
1014,Title,What is the title of the paper?,Automatic Physical Database Tuning: A Relaxation-based Approach
1014,Abstract:,Where are candidate access paths heuristically chosen based on the structure of each input query?,current solutions
1014,Abstract:,"In this paper, we critically examine what of current solutions?",architecture
1014,Section 1.: INTRODUCTION,What does the search algorithm guess from the query structure that might be useful to a database administrator's query?,columns
1014,Section 1.: INTRODUCTION,What types of indexes were the first industrial-strength tool to address the automatic physical design problem?,single-and multi-column
1014,Section 1.: INTRODUCTION,What was proposed in the first generation of tools to address the automatic physical design problem?,search algorithm
1014,Section 1.: INTRODUCTION,How should the optimizer and its cost model be kept with the tuning process in order to solve the problem of automatic physical design of a DBMS?,"""in sync"""
1014,Section 1.: INTRODUCTION,Automated physical tuning became an important re what problem in DBMSs in recent years?,search
1014,Section 2.: INSTRUMENTING THE OPTIMIZER,What is an index request over?,single-table sub-plan
1014,Section 2.1: Obtaining the Optimal Configuration,What must the optimal plan seek with key columns S and suffix columns A?,covering index
1014,Section 2.1: Obtaining the Optimal Configuration,What are the columns in an index request?,sargable predicates
1014,Section 2.1: Obtaining the Optimal Configuration,What is the more efficient plan that produces the same result by seeking one (larger) index?,rid lookups
1014,Section 2.1: Obtaining the Optimal Configuration,What is a more complex situation if the index request contains non-sargable predicates?,"index request,"
1014,Section 2.1: Obtaining the Optimal Configuration,"The input of a view request is an SPJG sub-query, what is the most efficient view to satisfy the request?",view
1014,Section 2.1: Obtaining the Optimal Configuration,What restricts the space of index sub-plans that we must consider?,lemma
1014,Section 2.1: Obtaining the Optimal Configuration,What lemma restricts the space of index sub-plans?,LEMMA
1014,Section 3.: RELAXATION-BASED SEARCH,"What is the configuration C=c1, . . ?",", cn"
1014,Section 3.1: Relaxing Configurations,What do we describe that we can apply to a given configuration?,relaxations
1014,Section 3.2: Search Algorithm,What is Figure 5?,template algorithm
1014,Section 3.2: Search Algorithm,What is the best configuration so far?,cnew
1014,Section 3.2: Search Algorithm,What is the optimal initial configuration?,c best
1014,Section 3.3: Estimating Configuration Properties,Is it feasible or unfeasible to obtain exact quantities of space consumption and expected cost of a relaxed Configuration?,unfeasible
1014,Section 3.3: Estimating Configuration Properties,"What are not exact, but adequate to guide the search of a value for space consumption and expected cost of a given configuration in a relaxed configuration?",approximations
1014,Section 3.3.2: Expected Execution Cost,What method remains too costly?,optimization
1014,Section 3.3.2: Expected Execution Cost,How many optimizers do we need to make a call to to estimate the increase in cost for a candidate relaxed configuration?,9
1014,Section 3.3.2: Expected Execution Cost,What is the value of Index I in the execution plan P at the left of the diagram for a tuple thatsatisfies a  10 and also to retrieve additional columns b and c in a relaxed configuration?,;
1014,Section 3.3.2: Expected Execution Cost,What is the configuration C that is relaxed to in Section 3.1 of the article ?,C ′
1014,Section 3.3.2: Expected Execution Cost,"How many optimizer's calls are required per iteration for a small 22-query workload, as shown in , for a small 22-query workload?",hundreds
1014,Section 3.4: Heuristics for Guiding the Search,What is the first line of the penalty function that we refine?,Line 6
1014,Section 3.4: Heuristics for Guiding the Search,What do we refine to reduce the value of the penaltytr value of transformations that decrease the space below B in a database system?,penalty function
1014,Section 3.4: Heuristics for Guiding the Search,"Suppose that the space constraint is B, what is the best configuration that fits in B in the algorithm?",B
1014,Section 3.4: Heuristics for Guiding the Search,What value estimates the increase in execution cost per unit of storage that each transformation is expected to return?,penaltytr
1014,Section 3.5: Variations and Optimizations,What configuration would be more efficient than Ctr?,C best
1014,Section 3.5: Variations and Optimizations,"What is another variation that consists of removing, at each iteration, all indexes and views from the current configuration that are not used to evaluate any query in the workload?",Shrinking configurations
1014,Section 3.5: Variations and Optimizations,What do we need to be careful that we do not select?,conflicting transformations
1014,Section 3.6: Handling Updates,What changes when updates are present in a workload?,different components
1014,Section 4.: EXPERIMENTAL EVALUATION,What is the result of our approach that is based on sound principles and relies on few assumptions?,high-quality recommendations
1014,Section 4.: EXPERIMENTAL EVALUATION,How many different workloads were evaluated in this section?,hundreds
1014,Section 4.: EXPERIMENTAL EVALUATION,In what language was the client component of the prototype implemented?,C++
1014,Section 4.1: No Constraints,What did the optimizer make for several instances of violations of our assumptions?,suboptimal choices
1014,Section 4.1: No Constraints,In what section did we first validate the approach to intercept index and view requests during optimization and generate optimal configurations for workloads without updates?,Section 2
1014,Section 4.1: No Constraints,What percentage of cases required special handling by our techniques?,5
1014,Section 4.1: No Constraints,How much improvement did PTT have when recommending indexes?,60%
1014,Section 4.2: Space and Update Constraints,What percentage of workloads did PTT result in degradation with respect to CTT?,5%
1014,Section 4.2: Space and Update Constraints,What was the space taken by the optimal configuration?,100%
1014,Section 4.2: Space and Update Constraints,What did we vary between the two extreme values?,space constraint
1014,Section 4.2: Space and Update Constraints,What might CTT recommend when slightly more space is available?,worse configurations
1014,Section 4.2: Space and Update Constraints,What do we report for constrained versions of the problem?,experimental results
1014,Section 4.2: Space and Update Constraints,What imposes overheads to each recommended index or view?,UPDATE queries
1014,Section 5.: SUMMARY,What is the new architecture for the physical design problem based on?,sound principles
1014,Section 5.: SUMMARY,How does our technique compare to the current alternatives?,simpler
1015,Title,What is the title of the paper?,Efficient System-Enforced Deterministic Parallelism
1015,Abstract:,What model does Determi-nator's user-level runtime offer for thread-level and process-level parallel programing?,private workspace
1015,Abstract:,"What offers many benefits for debug-ging, fault tolerance, and security?",Deterministic execution
1015,Abstract:,Determi-nator's private workspace model avoids the introduction of what type of data races?,read/write
1015,Abstract:,What type of OS is Determina-tor?,proof-of-concept
1015,Section 2: A Deterministic Programming Model,"What must be addressed in at least four aspects of current systems to achieve a ""purist"" approach to pervasive determinism?",timing dependencies
1015,Section 2: A Deterministic Programming Model,What is an example of a model that imposes determinism only on synchronization and not on low-level memory access?,Kendo
1015,Section 2: A Deterministic Programming Model,"What four areas of current systems do we discuss in turn to build a working, pervasively deterministic OS?",each
1015,Section 2: A Deterministic Programming Model,"To be pervasively deterministic, the model should behave what at all levels of abstraction?",deterministically
1015,Section 2: A Deterministic Programming Model,Determinator's basic goal is to offer a what that is naturally and pervasively deterministic?,programming model
1015,Section 2.1: Explicit Nondeterministic Inputs,What is an example of a nondeterministic input for an interactive or real-time application?,timers
1015,Section 2.1: Explicit Nondeterministic Inputs,What transforms useful sources of nondeterminism into explicit I/O?,Determinator
1015,Section 2.1: Explicit Nondeterministic Inputs,What does Determinator eliminate?,internal nondeterminism
1015,Section 2.3: A Race-Free Synchronization API,What supports only race-free synchronization primitives natively?,Determinator
1015,Section 2.4: Race-Free System Namespaces,What avoids creating shared namespaces with system-chosen names?,Determinator's API
1015,Section 2.4: Race-Free System Namespaces,What do current operating system APIs often introduce unintentionally by exposing shared namespaces implicitly synchronized by locks?,nondeterminism
1015,Section 2.4: Race-Free System Namespaces,"What function returns the file names in single-threaded processes, in addition to fork() and mktemp(), in nondeterminism unintentionally?",mktemp()
1015,Section 3: The Determinator Kernel,"Normal applications do not use the kernel directly, but rather the higher-level abstractions provided by the user-level runtime, which is described in the next section of Determinator's model?",API
1015,Section 3: The Determinator Kernel,What is the name of Determinator's design?,kernel
1015,Section 3.3: Distribution via Space Migration,How many nodes does a space migrate between?,two
1015,Section 3.3: Distribution via Space Migration,The kernel allows space hierarchies to span multiple CPUs in a what type of system?,multiprocessor/multicore
1015,Section 3.3: Distribution via Space Migration,"What kernel interprets the higher-order bits in each process's child number namespace as a ""node number"" field?",Determinator
1015,Section 3.3: Distribution via Space Migration,What node does a space have when it  interacts with it's parent on a Ret or trap?,home
1015,Section 3.3: Distribution via Space Migration,Is distribution transparent or semantically transparent to applications??,semantically transparent
1015,Section 3.3: Distribution via Space Migration,What does each kernel reuse for pages that the migrating space only reads and never writes?,cached
1015,Section 4: Emulating High-Level Abstractions,What does Determinator's kernel API eliminate?,familiar abstractions
1015,Section 4: Emulating High-Level Abstractions,What eliminates many convenient and familiar abstractions?,kernel API
1015,Section 4.3: Input/Output and Logging,What type of files can a process's file system image contain?,special I/O
1015,Section 4.3: Input/Output and Logging,Who does the root process forward input requests to when the parent has no new input for any waiting children?,the kernel
1015,Section 4.3: Input/Output and Logging,What could address this flaw?,garbage-collection mechanism
1015,Section 4.3: Input/Output and Logging,What can access external I/O devices only indirectly via parent/child interaction within the space hierarchy?,unprivileged spaces
1015,Section 4.3: Input/Output and Logging,What library returns unread data when a process does a read() from the console?,C library
1015,Section 4.3: Input/Output and Logging,What does the reconciliation mechanism handle differently from other file changes?,"""append-only"" writes"
1015,Section 4.3: Input/Output and Logging,"When no more data is available, the process calls what to synchronize with its parent and wait for more console input?",Ret
1015,Section 4.4: Shared Memory Multithreading,What is the foundation of data-parallel programming models?,OpenMP
1015,Section 4.4: Shared Memory Multithreading,What does our private workspace model conceptually extend to?,non-hierarchical synchronization
1015,Section 6.4: Implementation Complexity,What is the name of the instructional subset of Determinator?,PIOS
1015,Section 8: Conclusion,What shows that operating systems can offer a pervasively and naturally deterministic application environment?,Determinator
1016,Title,What is the title of the paper?,Challenges in Experimenting with Botnet Detection Systems
1016,Abstract:,What is a botnet called in network traces?,ground truth
1016,Abstract:,What do we examine when evaluating botnet detection systems?,challenges
1016,Abstract:,What complicates quantitative comparisons to other work and conducting independently repeatable experiments?,data scarcity
1016,Section 1: Introduction,What will the arms race between botnet controllers and researchers continue for the foreseeable future?,detection systems
1016,Section 1: Introduction,What side is unlikely to win the botnet battle?,"""white-hat"""
1016,Section 1: Introduction,What continues to be a major threat to the well-being of the internet?,Botnets
1016,Section 1: Introduction,What has shown that even carefully anonymized data can accidentally leak private information?,recent scandals
1016,Section 1: Introduction,What is the most detailed and potentially most useful type of information?,network traces
1016,Section 1: Introduction,What kind of playing field is the botnet battle being fought on?,uneven
1016,Section 1: Introduction,What would combine data from many different domains?,botnet detectors
1016,Section 2.1: Theory: An ideal botnet experiment,What type of scenario does Alice describe to illustrate the challenges botnet research is facing today?,idealized
1016,Section 2.1: Theory: An ideal botnet experiment,Who would publish her detector's source code and/or a precise description of the algorithm?,Alice
1016,Section 2.1: Theory: An ideal botnet experiment,How does Alice's detector work?,How well
1016,Section 2.1: Theory: An ideal botnet experiment,What type of traces would Alice want to report on her detector?,malware
1016,Section 2.1: Theory: An ideal botnet experiment,What does Alice want to measure in her detector?,recall
1016,Section 2.1: Theory: An ideal botnet experiment,What type of botnets does Alice want her detector to find?,state-of-the-art
1016,Section 2.2: Practice: Botnets in the real world,How many rows do some papers appear in if multiple experiments were performed?,two rows
1016,Section 2.2: Practice: Botnets in the real world,What is the difference between academic and corporate networks?,differ considerably
1016,Section 2.2: Practice: Botnets in the real world,What contains sensitive information about the actions and communications of the users of the network?,Network traces
1016,Section 2.2: Practice: Botnets in the real world,What is another term for networkbased intrusion detection?,stepping-stone detection
1016,Section 2.2: Practice: Botnets in the real world,How many administrative domains are there?,thousands
1016,Section 2.2: Practice: Botnets in the real world,What resulted in a general scarcity of traces?,privacy concerns
1016,Section 3.1: Best practices,What type of traffic does the overlay methodology use?,benign background
1016,Section 3.1: Best practices,"If the traces are benign, a report on a background host is what type of positive?",false
1016,Section 3.2: Challenge: Realism,"If the traces are unrealistic, the detection task can be too hard or too easy, resulting in what?",overestimation
1016,Section 3.2: Challenge: Realism,What botnet trace with static IP addresses does not match well with DHCP trace?,honeypot
1016,Section 3.2: Challenge: Realism,What does DHCP often reassign IP addresses in?,background trace
1016,Section 3.3: Challenge: Representativeness,What do academic networks differ from in terms of their performance characteristics?,"e.g.,"
1016,Section 3.3: Challenge: Representativeness,Where are some traces from the internet backbone available?,CAIDA
1016,Section 3.4: Challenge: Generality,What do detectors that create a background model and look for anomalies with respect to the background model rely on in order to avoid the risk of mixing artifacts with the botnet trace and the background trace of the botnet?,machine learning
1016,Section 3.4: Challenge: Generality,What is it desirable to do with a wide variety of botnet traces and background traces?,experiment
1016,Section 3.4: Challenge: Generality,"With a limited number of traces, it is hard to estimate how general the botnets are, what is it difficult to estimate how general the botnets are?",detectors
1016,Section 3.4: Challenge: Generality,"What is a risk factor for certain detectors that may focus on subtle differences between the botnet trace and the background trace, rather than on the botnet traffic itself, as described in Section 3.2?",Artifact overfitting
1016,Section 3.4: Challenge: Generality,What types of botnets have different characteristics that make it desirable to experiment with a wide variety of botnet traces and background traces?,Different botnets
1016,Section 3.5: Risk: False positives & negatives,How is the background trace used to synthesize test traces to be completely free of botnet traffic achieved in practicintnty?,difficult
1016,Section 3.5: Risk: False positives & negatives,What is it difficult to determine if a background trace is a false positive or a false negative in a botnet detection system if the host is detected in a background trace or a False negative in a background trace?,False negatives
1016,Section 3.5: Risk: False positives & negatives,"What is the name of a botnet detection system that clusters hosts based on common destinations, payloads, and platforms?",AMD
1016,Section 4.1: Challenge: Repeatability,From what organization did two of the 14 papers that used background traces rely exclusively on public traces?,CRAWDAD
1016,Section 4.1: Challenge: Repeatability,What kind of relationships do authors of published papers typically make available on request?,existing trust
1016,Section 4.1: Challenge: Repeatability,Where can one upload the traces to a wider audience?,public repositories
1016,Section 4.2: Challenge: Comparability,Is it difficult or difficult to estimate how much new detectors improve overall botnet detection?,difficult
1016,Section 4.2: Challenge: Comparability,How many papers contained only qualitative comparisons?,10
1016,Section 4.2: Challenge: Comparability,What is sometimes designed for different deployment scenarios?,different detectors
1016,Section 5: What can be done?,What are inherent to botnet research?,challenges
1016,Section 5.1: The PlanetLab analogy,What type of environment are most botnet detectors designed to run in today's world?,heterogeneous environment
1016,Section 5.1: The PlanetLab analogy,What was the name of the project that helped researchers pool their resources to create a testbed on a planetary scale?,PlanetLab
1016,Section 5.2: A PlanetLab for botnet research?,"What does not scale, but communication could be infrequent, e.g., a list of results at the end of a one-month deployment of a botnet detection system?",Manual declassification
1016,Section 5.2: A PlanetLab for botnet research?,What is the challenge of privacy in a botnet research system that isn't infeasible in a strawman design?,formidable
1016,Section 5.2: A PlanetLab for botnet research?,What could the system generate for the local domain's network administrators?,regular reports
1016,Section 5.2: A PlanetLab for botnet research?,What is the big challenge of allowing third-party software access to traces from a network if there is any possibility that private data could leak out of the organization's network?,privacy
1016,Section 5.2: A PlanetLab for botnet research?,What could possibly be used to overcome the challenges in botnet research?,similar approach
1016,Section 5.2: A PlanetLab for botnet research?,What type of solution is considered at one extreme in the design space?,strawman
1016,Section 5.2: A PlanetLab for botnet research?,"What could be infrequent, e.g., a list of results at the end of an one-month deployment?",communication
1016,"Section 5.3: ""This will never work!""",What public repositories suggest that researchers are willing and ready to collaborate on this issue?,PREDICT
1016,Section 6: Conclusion,What have researchers relied on?,synthetic traces
1016,Section 6: Conclusion,What could researchers do with the performance of their botnet detector?,over-or underestimate
1017,Title,What is the title of the paper?,Evading Cellular Data Monitoring with Human Movement Networks
1017,Abstract:,What percentage of messages reach their intended destinations?,85%
1017,Abstract:,What type of message passing scheme is HUMANETS?,smartphone-to-smartphone
1017,Abstract:,What allows service providers and their governments to conduct system-wide monitoring and censorship of mobile communication?,Cellular networks
1017,Section 2: HUMANETS,How many messaging primitives do HUMANETs support?,three
1017,Section 2: HUMANETS,What type of communication does Unicast messaging permit?,point-to-point
1017,Section 2: HUMANETS,What Principle does HUMANET routing depend on?,Return-to-Home
1017,Section 2: HUMANETS,What type of protocol are messages relayed via?,heuristic-based
1017,Section 2: HUMANETS,What type of messaging targets a specific receiver?,Unicast
1017,Section 2: HUMANETS,What is intended to be used as fully decentralized networks with no fixed infrastructure?,HUMANETS
1017,Section 2.1: Location Profiles,What is the resulting polygon formed into a home?,h
1017,Section 2.1: Location Profiles,What begins by applying k-means clustering to partition recorded locations into k clusters?,Profile construction
1017,Section 2.1: Location Profiles,How often do Smartphones record their physical locations?,periodically
1017,Section 2.1: Location Profiles,What do we provide additional details regarding home formation and profile home selection strategies in?,technical report
1017,Section 2.1: Location Profiles,What is the location that exhibits the median distance chosen as?,polygon vertex
1017,Section 2.1: Location Profiles,What does each phone maintain to permit intelligent routing decisions?,location profile
1017,Section 3: Preliminary Evaluation,What dataset contains GPS coordinates and time-stamps?,Cabspotting Dataset
1017,Section 3: Preliminary Evaluation,What is one factor that determines the reliability of the heuristic-based approach?,contact rates
1017,Section 3: Preliminary Evaluation,What Principle does HUMANETs use to implement a greedy routing algorithm?,Return-to-Home
1017,Section 3: Preliminary Evaluation,What is an example of a human movement simulation model that does not incorporate the Return-to-Home Principle?,Levy Walks
1017,Section 3.1: Testing the Return-to-Home Principle,What percentage of the day was spent within a home region?,45%
1017,Section 3.1: Testing the Return-to-Home Principle,What dataset found that 65% of GPS coordinates fell within the previous day's profile?,Cabspotting
1017,Section 3.2: Performance Under Simulation,How were senders and receivers chosen from taxicabs?,randomly
1017,Section 3.2: Performance Under Simulation,How many homes are in a HUMANET profile?,15
1017,Section 3.2: Performance Under Simulation,What is the cab's address at the time of the initial send?,current profile
1017,Section 3.2: Performance Under Simulation,"When a message timeout occurs, a phone will not accept another copy of the message?",local timeout
1017,Section 3.2: Performance Under Simulation,How many alternative phone-to-phone message passing techniques did we compare the performance of HUMANETS against?,three
1017,Section 3.2: Performance Under Simulation,What is the transfer probability for probabilistic epidemic flooding and probabilistic random walk?,0.05
1017,Section 3.2: Performance Under Simulation,What aids routing performance?,location-based heuristics
1017,Section 3.2: Performance Under Simulation,What dataset was used as input to the simulator?,Cabspotting
1017,Section 3.2: Performance Under Simulation,What is enforced for all routing protocols?,message timeouts
1017,Section 3.2: Performance Under Simulation,What stage of the HUMANET protocol did we not implement?,flooding
1017,Section 3.2: Performance Under Simulation,What based approach does epidemic flooding send a copy of a message to each phone that comes in contact with a carrier?,profile
1017,Section 3.2: Performance Under Simulation,How many runs does each simulation consist of?,300
1017,Section 3.2: Performance Under Simulation,What was constructed to evaluate the performance of HUMANET routing?,discrete-event simulator
1017,Section 3.2: Performance Under Simulation,What is a probabilistic phone-to-phone message passing technique?,random walk
1017,Section 3.2: Performance Under Simulation,What does the probabilistic epidemic flooding technique result in?,multiple copies
1017,Section 5: Related Work,What sender-anonymity scheme has been ported to cellular devices?,Tor
1017,Section 5: Related Work,What do HUMANETs use that do not scale?,epidemic principles
1017,Section 5: Related Work,What have human contact networks been studied in the context of?,cellular botnets
1017,Section 6: Conclusion,What is a rich area for future research?,relationship
1017,Section 6: Conclusion,What does HUMANETs take advantage of?,location-awareness
1017,Section 6: Conclusion,What percentage of HUMANET messages are received within 24 hours?,75%
1017,Section 6: Conclusion,What type of monitoring and filtering does the centralized architecture of wireless cellular services enable?,intrusive
1017,Section 6: Conclusion,What type of networks are HUMANETs intended to build?,anonymity networks
1017,Section 6: Conclusion,What are HUMANETs based on?,smartphones
1018,Title,What is the title of the paper?,Deploying IPv6 in the Google Enterprise Network. Lessons learned
1018,Abstract:,"The scope of this document is the internal corporate network that involves desktops, offices and so on.",Google
1018,Abstract:,What is the main function of the Google enterprise network?,search
1018,Abstract:,What did Google deploy in its corporate network in a relatively short time?,IPv6
1018,Section 1.: Introduction,What problem did IANA want to break?,chicken-or-egg
1018,Section 1.: Introduction,Who did we want to enable IPv6 access to to launch IPv6-ready products and services?,Google engineers
1018,Section 1.: Introduction,What did Google need to do to break the chicken-or-egg problem?,innovate
1018,Section 1.: Introduction,What motivated the design and implementation of IPv6?,internal factors
1018,Section 2.: Methodology,What was the first step of the project?,enable IPv6
1018,Section 2.: Methodology,How much of their time did volunteers contribute to internal projects that fascinate them?,20%
1018,Section 2.: Methodology,What did the first volunteers do to build practical experience with IPv6?,plan labs
1018,Section 2.: Methodology,How many principles drove our methodology?,four
1018,Section 3.: Planning and early deployment phases,What type of network did we choose if we were to build different types of tunnels on top of the existing IPv4 infrastructure?,dual-stack
1018,Section 4.1: Networking challenges,Who lacks enterprise IPv6 features?,networking vendors
1018,Section 4.2: Application and client software,What did many application whitelists we use for multiple internal applications not develop to support?,IPv6
1018,Section 5.: Lessons Learned,How many valuable lessons did we learn during the deployment process?,a lot
1018,Section 5.: Lessons Learned,How many of the problems we've faced were unexpected?,the majority
1018,Section 5.: Lessons Learned,"What type of support did we run into a lot of problems with during the deployment process of IPv6, no proxy, no VoIP call managers, and many more?",WCCP
1018,Section 5.: Lessons Learned,What do some host OSes still prefer over IPv6 connectivity by default?,IPv4
1018,Section 6.: Summary,The migration to IPv6 is more of what type of problem?,L7-9
1018,Section 7.: Current status and future work,What company's public services are engineers whitelisted for accessing over IPv6?,Google
1018,Section 7.: Current status and future work,What percentage of engineers have IPv6 access on their desks?,95%
1019,Title,What is the title of the paper?,SSDAlloc: Hybrid SSD/RAM Memory Management Made Easy
1019,Abstract:,What percentage of the SSD's raw performance does SSDAlloc deliver?,6-30%
1019,Section 1: Introduction,What is the current price of $700 for a 256GB SSD in the form of NAND flash?,256GB SSDs
1019,Section 1: Introduction,What does a swap layer reduce in flash for applications with many random accesses?,lifetime
1019,Section 1: Introduction,What is SSDAlloc?,hybrid
1019,Section 1: Introduction,How many methods are being used to use flash as program memory in the U.S. today?,two methods
1019,Section 1: Introduction,What do networked systems rely on for scaling the performance and reducing the pressure on their secondary storage devices?,in-memory
1019,Section 1: Introduction,What is the maximum amount of RAM a highend system can augment with SSDs in a single server?,64-128GB RAM
1019,Section 1: Introduction,What can be leveraged by augmenting DRAM with flash backed memory to scale the performance of applications with large workloads?,Flash memory
1019,Section 1: Introduction,How manyGB of DRAM does a server have to pay for to be able to run a system?,64GB
1019,Section 2: Motivation and Related Work,What is bad not only for performance but also for the durability of the flash device?,write escalation
1019,Section 2: Motivation and Related Work,What is a system that proposes using flash as a dedicated swap device?,FlashVM
1019,Section 2: Motivation and Related Work,What behavior of flash memory often has different expectations on usage?,write/erase
1019,Section 2: Motivation and Related Work,Full pages containing what have to be written to flash?,dirty objects
1019,Section 2: Motivation and Related Work,How many reasons do existing transparent approaches to using flash memory not fully exploit flash's performance?,two
1019,Section 2: Motivation and Related Work,What system works at an object granularity?,SSDAlloc
1019,Section 2: Motivation and Related Work,What behavior of flash do others propose redesigning applications to use flash-aware data structures to explicitly handle?,asymmetric read/write
1019,Section 2: Motivation and Related Work,What type of system would be needed for minimizing erases in such cases?,log-structured
1019,Section 3: SSDAlloc's Design,What section describes the design of SSDAlloc?,section
1019,Section 3: SSDAlloc's Design,What does SSDAlloc serialize the application's objects to?,persistent storage
1019,Section 3: SSDAlloc's Design,What setting is used to describe the requirements of networked systems?,hybrid DRAM/SSD
1019,Section 3: SSDAlloc's Design,What section describes how we use the DRAM efficiently?,"Section 3.2,"
1019,Section 3.1: SSDAlloc's Virtual Memory Structure,What does VM stand for?,virtual memory
1019,Section 3.1: SSDAlloc's Virtual Memory Structure,What is it possible to allocate in such a manner?,OPP arrays
1019,Section 3.1: SSDAlloc's Virtual Memory Structure,What section describes various optimizations to eliminate the physical memory wastage?,Section 3.2)
1019,Section 3.1: SSDAlloc's Virtual Memory Structure,How many objects are on a page?,one
1019,Section 3.1: SSDAlloc's Virtual Memory Structure,What does SSDAlloc not have an easy mechanism to de- what parts of a page were read?,termines
1019,Section 3.1: SSDAlloc's Virtual Memory Structure,What is the Object Per Page model called?,OPP
1019,Section 3.1: SSDAlloc's Virtual Memory Structure,What ideally wants to non-intrusively observe what objects the application reads and writes?,SSDAlloc
1019,Section 3.1.1: Contiguous Array Allocations,How are the pages in MP treated internally?,page sized
1019,Section 3.1.1: Contiguous Array Allocations,What is the rest of the paper treated as page sized OPP objects?,MP pages
