paper_id,section,question,answer
1032,Section 6: Conclusion,What protocol suite did this paper outline the basic ideas of?,AQS
1032,Title,What is the title of the paper?,Active Quorum Systems
1033,Abstract:,Is a single instance of an OSN adequate or inadequate for analyzing their evolution or performing longitudinal data analysis? What is a single instance of a single instance of a single instance of an OSNs evolve,inadequate
1033,Abstract:,"What do we propose for privacy loss, and evaluate them for publishing multiple OSN instances?",metrics
1033,Section 1: Introduction,What does this leave interested parties to do to the edges of the OSNs?,scrape
1033,Section 1: Introduction,What is used to choose an anonymization which is expected to remain safe and useful for future releases?,The prediction
1033,Section 1: Introduction,What type of feature of modern life are OSNs a part of?,ubiquitous
1033,Section 3.3: Privacy Metrics,What is the first metric to quantify the effect of adding new edges on privacy?,Edge Identification
1033,Section 3.3: Privacy Metrics,What do we partition nodes into to minimize loss of edge privacy?,groups
1033,Section 4.1: Grouping Conditions,What kind of condition is proposed instead of a safe grouping that satisfies the additional constraints introduced by the large number of edges?,subtly different
1033,Section 4.1: Grouping Conditions,What tends to predict a very large number of edges?,prediction models
1033,Section 4.3: Choosing from Predicted Links,How many edges might be predicted on some nodes than others?,many more
1033,Section 4.3: Choosing from Predicted Links,What level of activity is implicitly assumed across nodes?,uniform
1033,Section 4.3: Choosing from Predicted Links,In what model will almost all predicted edges be incident on the highest degree nodes?,PA
1033,Section 4: Dynamic Graph Anonymization,"What does Guse  use G t generate the grouping for V t V t1 include a set of predicted edges,   E t ?",E t
1033,Section 5.1: Anonymization,What is the threshold function for the ALT chosen by first dividing the nodes into b bins?,b
1033,Section 5.1: Anonymization,What measures the fraction of new edges that are predicted by the model?,"sensitivity,"
1033,Section 5.1: Anonymization,What chooses 79% of the true positives?,GT
1033,Section 5: Experimental Analysis,How many nodes with degree over 1000 are considered celebrities?,6284
1033,Section 5: Experimental Analysis,What percentage of Flickr edges are reciprocated?,62%
1033,Section 5: Experimental Analysis,What percentage of the new links at t = T are between existing nodes?,98%
1033,Section 6: Related Work,"In addition to tabular data, where has there been much research on data anonymization since k-anonymity?",statistics
1033,Section 6: Related Work,What method adds and removes links so that the same structure appears multiple times in a graph?,graph modification
1033,Section 6: Related Work,What is one of the two social networks that an early study on the evolution of social networks proposed a generative model based on preferential attachment biased by the activity state of the node?,Flickr
1033,Section 7: Concluding Remarks,What gives anonymity guarantees against adversaries with a limited background knowledge?,clustering
1033,Section 7: Concluding Remarks,What gives significant benefits in maintaining the privacy in the data?,Link prediction
1033,Section 7: Concluding Remarks,What does the published data meet while remaining useful for further analysis?,privacy requirements
1033,Title,What is the title of the paper?,Prediction Promotes Privacy In Dynamic Social Networks
1034,Abstract:,What tool on UNIX is Vsys similar to?,sudo
1034,Abstract:,What is a mechanism for restricting access to privileged operations?,Vsys
1034,Abstract:,How many researchers have used Vsys on PlanetLab?,over 100
1034,Section 1: Introduction,What is the goal of PlanetLab?,privileges
1034,Section 1: Introduction,What environment does Linux-Vservers run each experiment in?,chroot
1034,Section 1: Introduction,What are scripts called that specify how privileged operations can be accessed?,extensions
1034,Section 2: User View,What is the name of the FIFOs that a user opens in order to use a Vsys extension called sliceip?,/vsys/sliceip.in
1034,Section 2: User View,What does this section describe from the standpoint of how extensions are added and invoked?,Vsys
1034,Section 2: User View,What are extensions in Vsys placed in a backend directory?,executable scripts
1034,Section 3: Vsys Design,What is run before the Vsys extension is executed and filters the arguments passed to the extension?,invocation ACP
1034,Section 3: Vsys Design,What did users need to be able to develop Vsys extensions using?,native code
1034,Section 3: Vsys Design,What should users be able to invoke Vsys using on UNIX and on the command line?,native operations
1034,Section 4.1: sliceip,What enables users to create service-specific route tables?,sliceip
1034,Section 4.1: sliceip,What step of a network interface is the easiest way to set a packet tag to associate packets with users?,intermediate
1034,Section 4.1: sliceip,Sliceip is invoked with the same syntax as what command that creates and manages routes on Linux?,ip command
1034,Section 4.2: fusemount,What is the name of the wide-area distributed filesystem on PlanetLab?,WheelFS
1034,Section 4.2: fusemount,What system call matches up the descriptor with the mounted filesystem?,mount
1034,Section 4.2: fusemount,What is a Linux-based framework for implementing and managing filesystems in userspace?,FUSE
1034,Section 4.3: socketops,What is a collection of extensions that lets users create privileged sockets for operating large TCP or UDP buffers?,socketops
1034,Section 4.3: socketops,What type of sockets are used to access fusemount?,UNIX domain
1034,Section 4.4: vtuntap,What lets users create and manage virtual devices without giving them administrative access to the network?,vtuntap
1034,Section 4.4: vtuntap,What does the kernel serialize all packets sent to the device as a raw stream of packet data to the aforementioned file descriptor?,configured
1034,Section 4.4: vtuntap,What operation causes the tun/tap kernel module to create a new network interface?,file opening
1034,Section 4: Vsys Extension Library,How many extensions have been deployed and used on PlanetLab?,several extensions
1034,Section 5: Experiences and Lessons,What was the goal of the VINI project?,PlanetLab slices
1034,Section 5: Experiences and Lessons,PlanetLab and VINI use what to assign IP addresses to network slices?,Linux-Vserver
1034,Section 5: Experiences and Lessons,What did the lack of for the new abstractions make it hard to diagnose?,debugging tools
1034,Section 7: Conclusion,What extension lets users create userspace filesystems in a collaborative manner?,fuse
1034,Title,What is the title of the paper?,Vsys: A programmable sudo
1035,Section 1: Introduction,What company proposed a system called CBP with a similar philosophy to MapReduce?,Yahoo!
1035,Section 1: Introduction,What model has emerged as the de facto standard programming model for large-scale processing of unstructured data sets in the last few years?,MapReduce
1035,Section 2: Incremental Computation Approaches,How long did it take for some problems to be solved?,years
1035,Section 2: Incremental Computation Approaches,What approach simplifies software development?,Incremental computation
1035,Section 2: Incremental Computation Approaches,What can no one prescribe that suits all problems?,methodology
1035,Section 3: Automatic Incrementalization,What are some of the challenges that must be overcome to achieve automatic incrementalization of large-scale data processing applications?,tractable
1035,Section 3: Automatic Incrementalization,What has been suggested that large-scale incremental data processing should be possible?,automatic incrementalization
1035,Section 3: Automatic Incrementalization,What is needed when a generic updater resulted in suboptimal outcomes of automatic incrementalization?,custom solutions
1035,Section 4: Change-propagating MapReduce,What is the principle behind self-adjusting computations that is to track all computation data and all sub-computations that depend on them in a dynamic dependency graph and use a change propagation algorithm?,selfadjusting computations
1035,Section 4: Change-propagating MapReduce,What does the first requirement of MapReduce result in for computations that are self-adjusted in the MapReduce framework?,unstable computations
1035,Section 4: Change-propagating MapReduce,"What approach does MapReduce use to achieve expressiveness, efficiency, and programmability?",Basic
1035,Section 5: Evaluation,"What is a C complier targeting sequential, sharedmemory machines?",CEAL
1035,Title,What is the title of the paper?,Large-scale Incremental Data Processing with Change Propagation
1036,Abstract:,What concept is used to provide an abstraction of a large virtual ternary content addressable space?,content locality
1036,Abstract:,What has the prohibitively expensive nature of large hardware TCAMs been a barrier to extending their exploitation beyond niche and special purpose systems?,barrier
1036,Abstract:,How are large hardware TCAMs compared to other TCAMs in terms of power consumption and cost per bit?,prohibitively expensive
1036,Section 1: Introduction,What step is used to map high dimension feature vectors to lower dimension ones while keeping similar content together?,preprocessing
1036,Section 1: Introduction,What is an example of an application that uses TCAM as an underlying primitive?,database acceleration
1036,Section 2.1: Content Paging and Content Blocks,What concept is used in virtual memory implementations to dissociate spatial contiguity from content locality?,pages
1036,Section 2.1: Content Paging and Content Blocks,"What is the physical size of a content subspace page if multiple entries may match the same content word, but are the same or larger than a real memory page in a real memory page? adica adica adica adica adica adica adica adica adica adica adica adica adica adica",larger
1036,Section 2.1: Content Paging and Content Blocks,The range of content words in a content block can be represented as what word in a content block entry?,ternary
1036,Section 2.2: Level 2 TCAS,"What is the corresponding bit in the wildcard mask set to for each ternion in the original content word that is set to ""*"" or don't care?",1
1036,Section 3: Content Locality Classification,intrusion detection is an example of what type of hit?,Rare Hits
1036,Section 4: Implementation Challenges,How can TCAM Extensions be used in a variety of situations?,inefficient
1036,Section 4: Implementation Challenges,"Who should handle and generate content key variables if there are multiple entries with the same key, especially when there are multiple entries with the same key?",compilers
1036,Section 4: Implementation Challenges,What could be handled implicitly and at what cost??,atomicity
1036,Section 5: Conclusions,What is proposed as a first class abstraction in virtual memory design?,content addressability
1036,Title,What is the title of the paper?,Virtually Cool Ternary Content Addressable Memory
1037,Abstract:,What process is highlighted in a case study that illustrates the effectiveness of the CE-GAR approach for function blocks that implement a specification provided by the industrial consortium PLCopen?,verification process
1037,Section 1.1: Approach,How many different refinement methods does the CE-GAR approach provide for ACTL model checkers?,two
1037,Section 1.1: Approach,What is an example of a program that can be used in CE-GAR for ACTL model checkers?,Example program
1037,Section 1.1: Approach,What disallows the behavior that led to a spurious counterexample trace in an ACTL model checker?,stronger semantics
1037,Section 1.2: Contributions,What does IL stand for?,Instruction List
1037,Section 1.2: Contributions,What consortium proposed two function blocks?,PLCopen
1037,Section 1: Introduction,What type of scanning mode does the execution of programs on PLCs follow?,cyclic
1037,Section 3: Abstract Domains,What does the bitwise domain represent values as?,bit-vectors
1037,Section 3: Abstract Domains,What domain represents values as bit-vectors?,bitwise domain
1037,Section 4.1: Constraints on Abstract Values,"What is cs c (v) for some relational operation  =, =, , , >,  and a constant c consistent if for all x, y  v the condition x c  y c holds?",Comparison constraints
1037,Section 4.1: Constraints on Abstract Values,What is the transformation of the single value constraint to on the variable inputt to make it consistent with constraints on arbitrary expressions?,compare constraint
1037,Section 4.1: Constraints on Abstract Values,"For a variable v with domain d and constraint cs f, the splitter enumerates abstract values a what?",1
1037,Section 4: Constraint Solver,The constraint solver will be used for what approach to select variables for refinement?,CEGAR approach
1037,Section 5.1: Refinement of Local Variables,What is used to find a new splitter if the simulation cannot proceed?,constraint solver
1037,Section 5.2: Refinement of Global Variables,"In the example program, varr and what other variable have a concrete value that is always identical in the concrete program semantics?",outputpp
1037,Section 5.2: Refinement of Global Variables,What is not necessarily possible in a concrete model if global variables were to be refined in an abstract model with added behavior?,counterexamples
1037,Section 5.2: Refinement of Global Variables,Which row shows the first iteration of the state space for verifying the formula AG outputt  25?,first row
1037,Section 5: Refinements,What are the states reachable by assuming new input values and simulating one cycle?,successors
1037,Section 5: Refinements,What do we introduce to verify PLC programs?,formal model
1037,Section 5: Refinements,What does this allow the program to temporarily take that do not influence the outside world?,forbidden states
1037,Section 6: Case Studies,What consortium proposed a number of function blocks to show the effectiveness of CEGAR?,PLCopen consortium
1037,Section 6: Case Studies,What model checker was used to implement the techniques described in this paper?,SQUARE
1037,Section 6: Case Studies,How many states did the global refinement reduce the runtime to?,"75,203"
1037,Section 8: Discussion & Future Work,What type of verification efforts are used in the CEGAR approach?,Boolean programs
1037,Section 8: Discussion & Future Work,What is the name of the approach to model checking of software for PLCs that integrates the peculiarities of the cyclic scanning mode w. r. t. global and input variables?,CEGAR
1037,Section 8: Discussion & Future Work,What type of domains should be combined with the refinement process in order to improve the effectiveness of CEGAR approach to model checking of software for PLCs?,well-studied domains
1037,Title,What is the title of the paper?,Counterexample-Guided Abstraction Refinement for PLCs
1038,Abstract:,How much can a partial migration of idle desktop sessions reduce energy usage over an hour?,50%
1038,Abstract:,What happens to personal computers even when idle?,"remain powered,"
1038,Abstract:,How large is the footprint of state that will be needed during idle period execution?,small
1038,Section 1: Introduction,How many reasons prevent the adoption of traditional power saving techniques?,Two
1038,Section 1: Introduction,What type of migration did we propose to use to solve the problem of desktops being left running idle?,virtual machine
1038,Section 1: Introduction,"What is another term for a third-party infrastructure as a service (IaaS) cloud, or a federation of other computers in the same domain?",cloud
1038,Section 2: Background and Related Work,What percentage of corporate desktops remain powered overnight?,60%
1038,Section 2: Background and Related Work,How long do desktops remain powered but idle on average?,12 hours
1038,Section 2: Background and Related Work,Who migrates idle desktop VMs to a server and returns the VMs to the dedicated desktops when no longer idle?,LiteGreen
1038,Section 3.1: Methodology,How many times was each experiment repeated?,three
1038,Section 3.1: Methodology,What migration policies does SnowFlock not support?,idle session
1038,Section 3.1: Methodology,How long did the cloned copy run?,full hour
1038,Section 3.2.1: Desktop sleep opportunities,What interarrivals are shown in the figure?,page request
1038,Section 3.2.1: Desktop sleep opportunities,What happens to the VM's demand for pages in the first 25 minutes?,flattens
1038,Section 3.2.1: Desktop sleep opportunities,What percentage of page requests arrive on the desktop simultaneously?,98%
1038,Section 3.3.1: Energy savings during hour-long idle intervals,What is the capacity of the system's DC power supply?,280W
1038,Section 3.3.1: Energy savings during hour-long idle intervals,What is the sleep and idle power draw of the system?,1.2W
1038,Section 3.3.1: Energy savings during hour-long idle intervals,What kind of energy gains do the micro-workloads demonstrate with short wait periods?,larger
1038,Section 3.3.2: Overnight energy savings,How much energy does na vena ve wait save the desktop system in an hour?,62%
1038,Section 3.3.2: Overnight energy savings,How many hours does na vena ve wait last?,16-hour
1038,Section 3.3.2: Overnight energy savings,What motivates na vena ve to reduce energy usage for more demanding workloads?,better designs
1038,Section 3.3: Desktop Energy Savings,How do we estimate potential energy savings by the idle desktop system?,w
1038,Section 3.3: Desktop Energy Savings,What does na vena ve wait take into account?,energy costs
1038,Section 3.3: Desktop Energy Savings,What do we estimate by the idle desktop system?,energy savings
1038,Section 3.4.2: Annual Energy Savings,What is the number of VMs per cloud host?,V
1038,Section 3.4.2: Annual Energy Savings,What is the total energy consumed by a sleeping desktop over the night in the assumption that the cloud nodes are constantly busy?,280W. S
1038,Section 3.4.2: Annual Energy Savings,How much RAM did the Dell Optiplex have to accomodate the working set of the 16-hour multitask workload measured in Section 3.4.1?,145MB
1038,Section 3.4: Domain-wide Energy Savings,What can an organization achieve by migrating idle desktop sessions to the cloud?,energy savings
1038,Section 3.4: Domain-wide Energy Savings,What do the estimates include of running the desktops and the cloud systems?,energy costs
1038,Section 3.4: Domain-wide Energy Savings,How many dollars can a partial VM migration save an organization?,thousands
1038,Section 3: Feasibility Study,In what question do we measure the working set of each session?,Question 2
1038,Section 3: Feasibility Study,What does the entire domain save energy by migrating from desktops to the cloud?,idle sessions
1038,Section 3: Feasibility Study,What is defined as the sum of pages accessed by the VM during a session?,working set
1038,Section 4: Challenges of partial virtual machine migration,What type of concerns do desktop power cycling raise?,dual
1038,Section 4: Challenges of partial virtual machine migration,What are the memory access patterns shown in?,excellent locality
1038,Section 4: Challenges of partial virtual machine migration,What is an outstanding challenge to allow the host VMM to access per-application working sets?,develop techniques
1038,Section 5: Conclusion,What is the working set of an idle desktop session an order of magnitude smaller than its total allocated memory?,smaller
1038,Section 5: Conclusion,"How much money can an organization with 10,000 desktops save by using partial VM migration in their overnight hours?","$300,000"
1038,Section 5: Conclusion,What have we identified that need to be addressed for the proposed system to work well in practice?,challenges
1038,Title,What is the title of the paper?,The Case for Energy-Oriented Partial Desktop Migration
1039,Abstract:,What is a common connection type for storage area networks (SANs) in enterprise storage?,Fibre Channel
1039,Abstract:,What does this paper address the unpredictable of large centralized storage solutions?,service availability
1039,Section 1: Introduction,What are the advantages of?,storage consolidation/centralization
1039,Section 1: Introduction,What technology has the storage market shifted its focus from expensive fibre channel (FC) technology to common-off-the-shelf technology?,TCP/IP
1039,Section 1: Introduction,What is an example of a technology enabling TCP/IP networks to connect hosts to their virtual disks in theirs SANs?,iSCSI
1039,Section 2.1: Dynamic throttling,What provides a dynamic selection method for throttling packets that allows for instant rate reduction without dropping packets?,Iptables
1039,Section 2.1: Dynamic throttling,Where is the method of throttling illustrated?,illustrated in
1039,Section 2.1: Dynamic throttling,What is the name of the entity that consumes resources in a throttling scheme in SCSI terminology?,iSCSI
1039,Section 2.2: Throttling decision,"What is not constant, it is dependent on both rate, direction and pattern of the workloads?",remaining capacity
1039,Section 2.3.1: Automatic population of throttling sets,What is created for each of the volume groups involved in active iSCSI sessions?,empty IP-set
1039,Section 2.3.1: Automatic population of throttling sets,What command is used to record the logical volume name and volume group membership of each device-mapper device detected to participate in an active iSCSI session?,lvs
1039,Section 2.3.1: Automatic population of throttling sets,Where does the Perl program set_maintainer.pl read information about active iSCSI connections?,/proc/net/iet/ *
1039,Section 2.3.2: Automatic determination of saturation monitors,The data structure containing the resources' read response time EWMAs is tied to a shared memory segment with what key?,AVEWMAS
1039,Section 2.3.2: Automatic determination of saturation monitors,What program reads the shared memory information exported by the set_maintainer.pl program?,ewma_maintainer.pl
1039,Section 2.3.3: Per resource PID control,What program attaches to the shared memory segment with the key AVEWMAS?,pid_control.pl
1039,Section 2.3: Automated PID control approach,What do most I/O schedulers generally have a preference for satisfaction of over write requests?,read requests
1039,Section 2.3: Automated PID control approach,What type of workload profiling is used to determine throttleable consumers?,write activity
1039,Section 2.3: Automated PID control approach,What does the prototype use to automatically find out what to monitor and which consumers are eligible for write throttling?,readover-write prioritization
1039,Section 2: System model and design,What is the easiest method to deal with shaping of inbound traffic in a iSCSI system?,Different approaches
1039,Section 2: System model and design,"In order to have sufficient control of the consumers' resource utilization, what must be throttled in order to have sufficient control of the consumers' resource utilization?",write requests
1039,Section 2: System model and design,What may rapidly change in a throttling scheme?,workloads
1039,Section 3.1: Without throttling,How many equal read loads are run on each of the equally powerful blade servers?,four
1039,Section 3.1: Without throttling,"When there is no what in place, there is free competition for available resources?",throttling mechanism
1039,Section 3.2: Throttling by packet delay,What was the main outcome of the design and subsequent?,exper-
1039,Section 3.2: Throttling by packet delay,Throttling of workloads is usually carried out by what?,rate limitation
1039,Section 3.3: Introduced delay vs throughput,How many times was each job repeated for each value of artificial delay?,20
1039,Section 3.3: Introduced delay vs throughput,How much data was repeatedly read and written from the iSCSI initiator device of one blade server to find out the predictability of throttling as an effect of artificial delay?,200 MB
1039,Section 3.3: Introduced delay vs throughput,What did previous results suggest could be an efficient way of throttling iSCSI initiators in order to decrease the pressure on shared resources such as disk groups?,artificial delay
1039,Section 3.4: Interference between loads,What is the cost of throttling to get the latency down to another five milliseconds for a small random read job in Figure 10 of the sram random read job?,seven MB/s
1039,Section 3.4: Interference between loads,What demonstrates that a small random read job has its response time increased with the amount of load caused by threads running on other hosts?,Figure 10
1039,Section 3.4: Interference between loads,How does the cost of throttling increase as the response time improves or decreases in a sram random read job?,increases
1039,Section 3.6.1: Automated PID results,What did the PID controller exhibit when gradually increasing interference?,stability
1039,Section 3.7: Measuring overhead,What only occurs when response time of a resource violates the preset threshold?,Throttling
1039,Section 3.7: Measuring overhead,What happens when response time of a resource violates the preset threshold?,throttling
1039,Section 3.7: Measuring overhead,What is the worst case overhead when no throttling occurs?,0.4%
1039,Section 3: Results,What part of the lab setup is shown?,architecture
1039,Section 4: Background and previous work,What type of approach to the problem of QoS in storage systems is the combination of trustworthy throttling mechanisms and an extended knowledge about storage system internals appealing and pragmatic to the user?,nonintrusive
1039,Section 4: Background and previous work,What seems to be the enabler of large scale adoption of IP based SAN devices at the moment?,iSCSI
1039,Section 4: Background and previous work,What does Lumb and coworkers point out the lack of in storage systems?,traffic shaper
1039,Section 6: Conclusion,What module of Linux Traffic Control has a network packet delay method available for use in a lab environment?,netem module
1039,Section 6: Conclusion,"What is the effect of resource sharing on throughput and consumer response time, and the resulting interference caused by load interaction in an iSCSI environment?",resource saturation
1039,Section 6: Conclusion,What is the risk of violating application service level agreements caused by the unpredictable amount of available resources to individual storage consumers?,I/O capacity
1039,Title,What is the title of the paper?,Using TCP/IP traffic shaping to achieve iSCSI service predictability
1040,Abstract:,What are modern multicore systems called?,"NUMA,"
1040,Abstract:,What did previous work on contention-aware scheduling assume the underlying system was?,UMA
1040,Abstract:,What did we design for NUMA systems?,contention-aware algorithm
1040,Section 1: Introduction,What type of schedulers fail to work on NUMA systems?,contentionmanagement schedulers
1040,Section 1: Introduction,What is one of the promising approaches that emerged recently?,contention-aware scheduling
1040,Section 1: Introduction,How much can a contention-aware scheduler improve the overall workload performance?,12%
1040,Section 2.1: Quantifying causes of contention,What benchmark suite did we use to quantify the effects of performance degradation on multicore NUMA systems?,SPEC CPU2006
1040,Section 2.1: Quantifying causes of contention,What is the memory of the target application denoted as?,M T
1040,Section 2.1: Quantifying causes of contention,What does M C stand for?,memory controller
1040,Section 2.2: Why existing contention management algorithms hurt performance,What is not a crucially important factor in a NUMA system?,remote latency
1040,Section 2: Why existing algorithms do not work on NUMA systems,What type of algorithms perform NUMA-agnostic migration?,contentionaware
1040,Section 2: Why existing algorithms do not work on NUMA systems,What overhead does NUMA-agnostic migration cause?,remote latency
1040,Section 2: Why existing algorithms do not work on NUMA systems,What fails to eliminate memory controller contention?,NUMA-agnostic migrations
1040,Section 3.3.1: Motivation,"What may change rather often, but it is not necessary to respond to every change in order to reduce contention?",Miss rates
1040,Section 3.3.1: Motivation,What triggers migrations when threads change their miss rates and their relative positions in the sorted array?,DI-Plain
1040,Section 3.3.1: Motivation,What section of DI-Plain shows the degradations?,3
1040,Section 3.3.2: Thread classification in DINO and multithreaded support,What is the name of the animal that has fewer than two LLC misses per 1000 instructions than the other class in DINO's classification?,devils
1040,Section 3.3.2: Thread classification in DINO and multithreaded support,What class has more than 100 LLC misses per 1000 instructions?,super-devils
1040,Section 3.3.2: Thread classification in DINO and multithreaded support,How do we design DINO to ganize threads into broad classes according to their miss rates?,or
1040,Section 3.3.3: DINO algorithm description,How many out of the last 10 intervals with the miss rate from the new class did a thread spend with the miss rate from the new class to reduce the influence of sudden spikes in the class of a thread?,7
1040,Section 3.3.3: DINO algorithm description,What does the thread only change if it spent at least 7 out of the last 10 intervals with the miss rate from the new class?,class
1040,Section 3.3.4: DINO's Effect on Migration Frequency,What are the numbers shown for that are representative of the overall trend?,selected applications
1040,Section 3.3.4: DINO's Effect on Migration Frequency,How much performance improvement does DINO result in for jobs in the MPI workload?,30%
1040,Section 3.3.4: DINO's Effect on Migration Frequency,What does DINO do to the number of migrations?,significantly reduces
1040,Section 3: A Contention-Aware Scheduling Algorithm for NUMA Systems,What is another name for Distributed Intensity?,DI
1040,Section 3: A Contention-Aware Scheduling Algorithm for NUMA Systems,What is the version of the DI-Plain to migrate memory called?,DI-Migrate
1040,Section 3: A Contention-Aware Scheduling Algorithm for NUMA Systems,How many NUMA systems did the contentionmodeling heuristic perform on?,1
1040,Section 4.1: Designing the migration strategy,What is the result of handling a page fault every time a remote access occurs?,frequent interrupts
1040,Section 4.1: Designing the migration strategy,What was the most effective migration policy in terms of SRA?,sequential-forwardbackward
1040,Section 4.1: Designing the migration strategy,What was the most effective migration policy in terms of SRA?,sequential-forward-backward
1040,Section 4.2: Implementation of the memory migration algorithm,What is the Linux tool that we use to monitor the performance of IBS?,perfmon
1040,Section 4: Memory migration,"If an application's resident set is what size, it will not fit into a single memory domain?",large
1040,Section 4: Memory migration,What does the migration of the entire resident set of a process hurt?,performance
1040,Section 4: Memory migration,For what type of applications is it difficult to determine how the resident set is partitioned among the threads?,multithreaded
1040,Section 5.1: Workloads,How many experimental systems did we use for the evaluation of DINO's workloads in the previous section of the paper? . Vezi,two
1040,Section 5.1: Workloads,What information is retrieved from the cookies of a website by a client in the LAMP experiment?,session id
1040,Section 5.1: Workloads,What did we evaluate DINO implemented using in the previous section?,migration strategy
1040,Section 5.2: Effect of K,What changes as we vary the value of K?,performance
1040,Section 5.2: Effect of K,How large was MySQL's resident set in the LAMP workload?,400MB
1040,Section 5.2: Effect of K,What is hurt when we migrate a small number of pages?,Performance
1040,Section 5.3: DINO vs. other algorithms,Which scheduler performs better under DINO than DIMigrate for most applications?,DI-Migrate
1040,Section 5.3: DINO vs. other algorithms,What is a tough workload for DINO?,LAMP
1040,Section 5.3: DINO vs. other algorithms,What number indicates that a scheduler is able to avoid pathological thread assignments that create especially high contention?,Worst-case improvement
1040,Section 5.4: Discussion,"Where degradation occurs for some threads, what is outweighed by for other threads?",performance improvements
1040,Section 5.4: Discussion,Multiprocess workloads representative of scientific Grid clusters show what under DINO?,excellent performance
1040,Section 6: Related Work,What strategy does AMPS use to determine when to defrost a frozen page and trigger reevaluation of its placement based on both time and reference history of the page?,freeze/defrost
1040,Section 6: Related Work,LaRowe's policy supports both migration and what other operation in NUMA systems?,replication
1040,Section 6: Related Work,What did more ambitious proposals aim to holistically redesign the operating system to dovetail with?,NUMA architectures
1040,Section 7: Conclusions,What type of systems are contention-aware algorithms designed for?,UMA
1040,Title,What is the title of the paper?,A Case for NUMA-aware Contention Management on Multicore Systems
1041,Abstract:,What type of nature does the specification accurately model?,asyn-chronous
1041,Section 1: Introduction,"What is the term ""web browser security"" actually anambiguously called in web browsers and can refer to a diverse range of issues in a browser?",ambiguous term
1041,Section 1: Introduction,"Is it easy or difficult to characterize the ""policy"" that these restrictions are intended to enforce?",difficult
1041,Section 1: Introduction,"What type of bugs can compromise a web browser's codebase, causing it to fail or be compromised by a malicious party's code?",buffer overflows
1041,Section 2: Key Concepts,"What should a browser have tags for including in documents, both as source code that is written in-line in a document and as references to remote script files?",scripts
1041,Section 2: Key Concepts,What do browsers do in windows?,display information
1041,Section 2: Key Concepts,How does a browser run when a browser sends a request to a network?,asynchronously
1041,Section 4: Browser Inputs and Outputs,What is the value of the id attribute of an HTML tag?,elt id
1041,Section 4: Browser Inputs and Outputs,The abstract syntax that we use for what corresponds to an extremely simplified version of HTML?,documents
1041,Section 4: Browser Inputs and Outputs,What contains the path and query string of the URL?,request uri
1041,Section 5: Internal Browser Structures,"What could one choose to have maintain references just to their parents, just to their children, or to both of the three options in a browser's internal bookkeeping?",document nodes
1041,Section 5: Internal Browser Structures,"What consists of a domain name, a path, and a string value representing the key?",cookie id
1041,Section 5: Internal Browser Structures,What are there to make when it comes to the internal bookkeeping of a browser in a browser?,choices
1041,Section 6: Formalization Challenges,"What scripts should be executed ""immediately""?",inline scripts
1041,Section 6: Formalization Challenges,"In Firefox, what generates an error even if no access of its properties or methods is attempted?",expression self
1041,Section 6: Formalization Challenges,What method was omitted from the HTML5 specification?,document.write()
1041,Section 8: Future Work,What will noninterference-based polices be about cross-domain interactions over the network?,more strict
1041,Section 8: Future Work,What does a policy remove operations from?,scripting language
1041,Title,What is the title of the paper?,Featherweight Firefox Formalizing the Core of a Web Browser
1042,Abstract:,What is presented for ensuring read consistency without logging?,novel algorithm
1042,Abstract:,What type of storage systems rely on special hardware?,fault-tolerant
1042,Abstract:,"What is Paxos considered to be to use for high-volume, high-throughput, data-intensive applications?",too expensive
1042,Section 1: Introduction,What is a simple property to formalize?,Dynamic uniformity
1042,Section 1: Introduction,What is the default property of Replicated State Machines in Paxos?,dynamic uniformity
1042,Section 1: Introduction,"Replicated State Machines can tolerate arbitrary computer and process restarts and permanent stopping faults of a minority of computers, when implemented with what system?",Paxos
1042,Section 2.1: The Paxos Protocol,What does the Agreement Engine use to agree on an operation sequence in SMART?,Paxos
1042,Section 2.1: The Paxos Protocol,How are slots numbered?,sequentially
1042,Section 2.1: The Paxos Protocol,"Who is responsible for binding a request to a slot in SMART, if it's a client or a group of computers?",The computers
1042,Section 2.2: Implementing a Replicated State Machine with Paxos,"If a node crashes other than immediately after a checkpoint, it will roll back its state and re-execute operations, which is what?",harmless
1042,Section 2: Paxos Replicated State Machines,What algorithm is the most interesting part of Paxos?,view change
1042,Section 2: Paxos Replicated State Machines,What do other papers provide about Paxos?,in-depth descriptions
1042,Section 2: Paxos Replicated State Machines,What is a protocol that results in an agreement on an order of inputs among a group of replicas?,Paxos
1042,Section 3.1: SMARTER,"What means that when there are client requests waiting for a free pipeline slot, SMARTER may combine several of them into a single composite request?",Batching
1042,Section 3.1: SMARTER,"SMARTER performs the basic Paxos functions: client, ship, and what else?",leader
1042,Section 3.1: SMARTER,"In the implementation measured in this paper, the maximum pipeline depth is set to what?",6
1042,Section 3.2.1: Minimizing Data Copies,What is a disk's data rate comparable to for a service that needs to handle it's operations at a high rate?,100 MB/s
1042,Section 3.2.1: Minimizing Data Copies,What did we modify the transaction log for the LSS to allow it to contain into the proposal log?,pointers
1042,Section 3.2.1: Minimizing Data Copies,What service used SQL Server as its store?,SMART
1042,Section 3.2: The Local Stream Store,What does the LSS maintain for all stream data?,checksums
1042,Section 3.2: The Local Stream Store,What type of free space does the LSS provide in terms of RSM determinism?,deterministic
1042,Section 3.2: The Local Stream Store,What was the checksum algorithm used for all experiments in this paper?,CRC32
